commentOrDocument,modifyDate,docketId,commentOnDocumentId,id,organization,firstName,lastName,title,comment,attachments,link
comment,2024-02-03T14:23:01Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0079,,,Turkewitz,Comment on FR Doc # 2023-28232,"As you move forward in this process, I urge you to avoid examination of issues presented by AI in a silo, and resist decontextualization that would undermine the ability to address the broader risks posed by inadequately regulated machine learning/artificial intelligence. Governance is anything but a technical issue, and &ldquo;alignment&rdquo; in far too much of the discussion of AI ethics is entirely circular and self-referential. As such, please don&rsquo;t limit yourselves to discussions with technical experts. Take the path less traveled. Pay attention to the voices of those marginalized in current discussions, and who consequently are those for whom risks are greatest. Center the voices of women, of people of color, of poets &amp; other artists. Artificial intelligence promises to remake a new society. We owe it to ourselves to build a better one than the one we currently inhabit. Technical architectures &amp; systems must avoid reifying current biases &amp; injustices. We must focus on establishing radical transparency and effective accountability in an environment that empowers rather than diminishes the role of consent. We have an opportunity and an obligation to establish governance in the public interest. I hope you will seize it.<br/><br/>Some specific thoughts on copyright/artists&rsquo; rights below:<br/><br/>An even more fundamental starting point for consideration of AI and copyright should be to unpack some of the words used in this exercise. Artificial intelligence. Machine learning. There is no artificial intelligence &mdash; only intelligence, and computers are not capable of possessing it &mdash; at least not in the way that we generally associate intelligence with reference to judgment. Computational efficiency &mdash; the ability to discern patterns through mountains of data so as to be able to predict outcomes, or to generate new patterns based on the past, is not an exercise in intelligence, and the anthropomorphism employed here affects the way we think about these issues. We need to exercise great care at the outset. Intelligence isn&rsquo;t reducible to stimulus-response, regardless of the sophistication and complexity of the experiment. Aggregations of data can tell us where we&rsquo;ve been. Perhaps also where, based on the past, we are likely to go. They can find patterns that may escape human perception that can inform future decision-making, but they necessarily are engaged in measuring the past, not dreaming about the future. They&rsquo;re incapable of being inspired. So let&rsquo;s be really careful here and not entrust our future to the guardians of the past. I will leave it to philosophers to debate the metaphysics of the meaning of intelligence &mdash; I think it will suffice here to observe that it involves more than mere computation, thus we employ the adjective &ldquo;artificial.&rdquo; But here, the adjective actually negates the thing it&rsquo;s supposed to be modifying and therefore philosophically defines a null set. That must be borne in mind as we proceed.<br/><br/>https://medium.com/@nturkewitz_56674/copyright-and-artificial-intelligence-an-exceptional-tale-60bdd77a8f13",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0079
comment,2024-02-03T14:50:36Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0203,Unlearn.AI,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('Unlearn Comment on NIST RFI', 'https://downloads.regulations.gov/NIST-2023-0009-0203/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0203
comment,2024-02-03T14:42:44Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0162,"Meta Platforms, Inc.",,,Comment on FR Doc # 2023-28232,See attached file(s),"[('Metas-Final-Submission-NIST-RFI.docx-Google-Docs (2)', 'https://downloads.regulations.gov/NIST-2023-0009-0162/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0162
comment,2024-02-03T14:38:21Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0139,Business Roundtable,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('FINAL BRT Comment Letter on NIST AI RFI.2024.02.02', 'https://downloads.regulations.gov/NIST-2023-0009-0139/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0139
comment,2024-02-03T14:40:05Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0148,creative.ai,,,Comment on FR Doc # 2023-28232,= On Datasets and their Regulation =<br/><br/>Full text attached or available here:<br/>https://gist.github.com/alexjc/c403bfdf8a14f7bb309795d36dd6544e<br/>,"[('Feedback_NIST', 'https://downloads.regulations.gov/NIST-2023-0009-0148/attachment_1.txt')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0148
comment,2024-02-03T14:44:38Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0171,,,Steed,Comment on FR Doc # 2023-28232,See attached file(s),"[('nist-comment_fr-2023-28232', 'https://downloads.regulations.gov/NIST-2023-0009-0171/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0171
comment,2024-02-03T14:38:32Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0141,CrowdStrike,,,Comment on FR Doc # 2023-28232,Please see attachment. ,"[('CrowdStrike NIST AI EO Comments', 'https://downloads.regulations.gov/NIST-2023-0009-0141/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0141
comment,2024-02-03T14:27:29Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0092,The Alliance for Trust in AI,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('Alliance for Trust in AI - NIST RFI response - Feb 2 2024', 'https://downloads.regulations.gov/NIST-2023-0009-0092/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0092
comment,2024-02-03T14:26:14Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0087,American Psychological Association,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('APA Response to NIST AI RFI 2.02.24', 'https://downloads.regulations.gov/NIST-2023-0009-0087/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0087
comment,2024-02-03T14:43:18Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0166,UL Solutions,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('2024.02.02 ULS Comments NIST AI RFI', 'https://downloads.regulations.gov/NIST-2023-0009-0166/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0166
comment,2024-02-03T14:40:10Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0149,Hugging Face,,,Comment on FR Doc # 2023-28232,"See attached file(s).<br/>We provide information on the following:<br/><br/>1. Developing Guidelines, Standards, and Best Practices for AI Safety and Security<br/>(1) Developing a companion resource to the AI Risk Management Framework (AI RMF)...<br/>Information on &ldquo;practices for implementing AI RMF core functions&rdquo;:<br/>  Govern: Data Governance, Data Governance Roles, Platform Governance<br/>  Map: Rights and Stakeholders<br/>  Measure: Data Measurement, Model Evaluation<br/>  Manage: Rigorous Evaluation Report, User Feedback<br/>Information on &ldquo;roles&rdquo;<br/>  ML Lifecycle Roles<br/>  Data Development Roles<br/>  Model Roles<br/>Information on &ldquo;current techniques and implementations&rdquo;<br/>  Identifying impacts and developing mitigations<br/>  Assessments<br/>  Content authentication, provenance tracking, and synthetic content labeling and detection<br/>    Models and systems<br/>    Verifying the connection between data and models<br/>  Measurable and repeatable mechanisms to assess or verify the effectiveness of such techniques and implementations.<br/>Information on &ldquo;forms of transparency and documentation&rdquo;<br/>  Model Documentation<br/>  Dataset Documentation<br/>  Assessment and Evaluation<br/>    Benchmarking<br/>    Social Impact<br/>Information on &ldquo;watermarking&rdquo;<br/>Information on &ldquo;disclosing errors&rdquo;<br/><br/>(2) Creating guidance and benchmarks for evaluating and auditing AI capabilities, with a focus on capabilities and limitations through which AI could be used to cause harm.<br/>Information on &ldquo;auditing AI&rdquo;<br/>Information on &ldquo;AI Evaluations&rdquo;<br/>Information on &ldquo;AI Red-Teaming&rdquo;<br/><br/>2. Reducing the Risk of Synthetic Content<br/>Information on &ldquo;synthetic content&rdquo;<br/>Information on &ldquo;non-consensual intimate imagery&rdquo;<br/>  Technical Solutions<br/>    Text-to-image systems<br/>    Image-only systems<br/>  Organizational Solutions<br/><br/>3. Advancing Responsible Global Technical Standards for AI Development<br/>Information on &ldquo;AI nomenclature and terminology&rdquo;<br/>  NFAA<br/>  Open Source, Open Science, and the Gradient of Openness<br/>Information on &ldquo;collection and use of data&rdquo;<br/>  Privacy<br/>Information on &ldquo;Human-computer interface design for AI systems&rdquo;<br/>  Gates<br/>  Modals<br/>Information on &ldquo;AI-related standards development activities&rdquo;<br/>Appendix<br/>  Information on Watermarking for the tracking of generated content from Imatag<br/>  New Key Terminology Introduced in this Document<br/>","[('Hugging Face - NIST RFI on EO', 'https://downloads.regulations.gov/NIST-2023-0009-0149/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0149
comment,2024-02-03T14:45:40Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0176,,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('Public Comment - NIST Deepfake AI Tech Regulation (1)', 'https://downloads.regulations.gov/NIST-2023-0009-0176/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0176
comment,2024-02-03T14:45:09Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0174,Stability AI,,,Comment on FR Doc # 2023-28232,Please find attached comments from Stability AI.<br/><br/>Ben Brooks<br/>Head of Public Policy,"[('Stability AI response to NIST RFI on AI', 'https://downloads.regulations.gov/NIST-2023-0009-0174/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0174
comment,2024-02-03T14:49:07Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0195,Google,,,Comment on FR Doc # 2023-28232,Please see attached for Google&#39;s comments,"[('Google NIST AI EO RFI Comments', 'https://downloads.regulations.gov/NIST-2023-0009-0195/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0195
comment,2024-02-03T14:28:45Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0097,IMATAG,,,Comment on FR Doc # 2023-28232,"Please find attached IMATAG&#39;s formal comment to Request for Information (RFI) Related to NIST&#39;s Assignments Under Sections 4.1, 4.5 and 11 of the Executive Order Concerning Artificial Intelligence (Sections 4.1, 4.5, and 11)<br/>","[('Imatag Comment NIST AI Executive Order', 'https://downloads.regulations.gov/NIST-2023-0009-0097/attachment_1.docx')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0097
comment,2024-02-03T14:32:57Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0112,Center for American Progress,,,Comment on FR Doc # 2023-28232,"February 2, 2024<br/><br/>Laurie E. Locascio<br/>Director of the National Institute of Standards and Technology (NIST) and <br/>Under Secretary of Commerce for Standards and Technology<br/>100 Bureau Drive<br/>Gaithersburg, MD 20899<br/><br/>Submitted electronically via www.regulations.gov<br/><br/>Re: Request for Information (RFI) Related to NIST&#39;s Assignments Under Sections 4.1, 4.5 and 11 of the Executive Order Concerning Artificial Intelligence (Sections 4.1, 4.5, and 11); Docket Number: 231218&ndash;0309, December 21, 2023<br/><br/>The development of artificial intelligence (AI), and in particular the public availability of generative AI and the widespread ability to automatically generate images, audio, and video, is already having a significant impact on society. The development and deployment of generative AI is happening at a speed and scale that is likely to exceed previous technological deployments.  Unfortunately, this rapid deployment has meant the risk management and trust and safety features that would traditionally have time to develop do not currently exist.  <br/><br/>On October 30, 2023, President Biden signed the Executive Order on the Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence  (AI EO) which directed NIST to undertake several tasks including &ldquo;developing a companion resource to the AI Risk Management Framework, NIST AI 100-1, for generative AI.&rdquo; <br/><br/>As CAP has previously stated, voluntary risk management frameworks are not a sufficient substitute for needed AI regulations and legislation.  Scholars have noted the shortcoming of a risk management framing for AI. <br/><br/>However, as AI legislation or regulation faces an uphill battle in the United States in the immediate future, voluntary frameworks like the NIST AI Risk Management Framework (NIST AI RMF)  can be a first step in helping to identify and potentially mitigate harms from Generative AI. As NIST carries out the mission assigned to it by the AI EO, the NIST AI RMF generative AI companion and any updated NIST AI RMF should: <br/>- Incorporate the White House Blueprint for an AI Bill of Rights  (AI Bill of Rights).<br/>-Define and include requirements for the responsibilities and risk management for developers of AI models and first- and third-party deployers of those AI models.  <br/>- Adopt the categories from the draft OMB AI guidance where AI use is presumed to be Safety-Impacting or Rights-Impacting  and craft risk mitigations for these categories.<br/>- Prioritize recommendations to address generative AI&rsquo;s risks to the integrity of elections and democratic processes given the historic number of elections taking place in 2024. <br/><br/>Below CAP provides the following response to the Request for Information (RFI) Related to NIST&#39;s Assignments Under Sections 4.1, 4.5 and 11 of the Executive Order Concerning Artificial Intelligence (Sections 4.1, 4.5, and 11); Docket Number: 231218&ndash;0309, December 21, 2023. Please contact Adam Conner (aconner@americanprogress.org: 202-669-5671) with any questions.<br/><br/>Sincerely,<br/><br/>The Center for American Progress<br/><br/>Adam Conner<br/>Vice President, Technology Policy, The Center for American Progress<br/><br/>Megan Shahi<br/>Director, Technology Policy, The Center for American Progress <br/>","[('CAP_NIST_GenerativeAIRFIComment_02.02.2024', 'https://downloads.regulations.gov/NIST-2023-0009-0112/attachment_1.pdf'), ('GenerativeAI-report', 'https://downloads.regulations.gov/NIST-2023-0009-0112/attachment_2.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0112
comment,2024-02-01T17:11:39Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0020,CIfAI,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('CIfAI_Response _to_RFI_Related_to_NISTs_Assignmernts_01312024', 'https://downloads.regulations.gov/NIST-2023-0009-0020/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0020
comment,2024-02-01T17:03:49Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0008,SAE International,,,Comment on FR Doc # 2023-28232,Please find attached the response from SAE International,"[('SAE response to NIST RFI January 2024', 'https://downloads.regulations.gov/NIST-2023-0009-0008/attachment_1.docx')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0008
comment,2024-02-01T17:12:19Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0022,Federation of American Scientists,,,Comment on FR Doc # 2023-28232,See attached file(s).,"[('Public Comment NIST-2023-0009-0001', 'https://downloads.regulations.gov/NIST-2023-0009-0022/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0022
comment,2024-02-01T17:13:38Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0025,,,Byrd,Comment on FR Doc # 2023-28232,See attached file(s),"[('Making Artificial Intelligence Transparent and Trustworthy_NIST Feb 2024 RFI', 'https://downloads.regulations.gov/NIST-2023-0009-0025/attachment_1.docx')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0025
comment,2024-02-01T17:13:57Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0026,Institute for AI Policy and Strategy,,,Comment on FR Doc # 2023-28232,See attached file(s),"[('2024.02-NIST-2023-0009-0001', 'https://downloads.regulations.gov/NIST-2023-0009-0026/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0026
comment,2024-02-01T17:06:15Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0015,,,Noack,Comment on FR Doc # 2023-28232,I think Bayesian uncertainty quantification has not gotten the attention it deserves in Machine Learning and AI. One can simply not make reliable and safe decisions without realistic uncertainties. It is a mistake to rely on ensemble methods to create distributions. I am happy to explain more if this is of interest.  ,[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0015
comment,2024-02-01T17:00:34Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0003,,,Anonymous,Comment on FR Doc # 2023-28232,"Developing a companion resource to the AI Risk Management Framework (AI RMF) for generative AI involves addressing several critical areas. Based on the non-exhaustive list of possible topics provided, here are key points and recommendations for each area:<br/><br/>Risks and Harms of Generative AI<br/>Mapping and Managing Trustworthiness: Establish methodologies for assessing trustworthiness in generative AI, including transparency, reliability, and fairness metrics.<br/>Addressing Specific Harms: Develop guidelines to mitigate risks such as repression, interference with democratic processes, gender-based violence, and human rights abuses. This may include strict protocols for content generation and distribution, as well as monitoring mechanisms.<br/>Standards, Norms, and Practices<br/>Existing Standards and Gaps: Evaluate current standards and identify gaps, particularly in governance, risk mapping, measurement, and management specific to generative AI.<br/>Industry Best Practices: Document and promote industry best practices, encouraging standardization across different sectors utilizing generative AI.<br/>Governance Practices<br/>Recommendations for AI Actors: Suggest updates in governance models to include risk assessment procedures specific to generative AI, emphasizing ethical considerations and stakeholder impacts.<br/>Inclusive Governance Models: Encourage inclusive models that incorporate feedback from diverse stakeholders, including marginalized and impacted communities.<br/>Professions, Skills, and Disciplinary Expertise<br/>Interdisciplinary Teams: Advocate for the formation of interdisciplinary teams comprising experts in AI, ethics, law, sociology, and other relevant fields.<br/>Roles and Responsibilities: Define clear roles and responsibilities for various team members in managing and governing generative AI systems.<br/>Roles of Different AI Actors<br/>Developers, Deployers, and End Users: Outline distinct roles and responsibilities for developers, deployers, and end users, ensuring each group contributes to risk management.<br/>Collaborative Frameworks: Encourage collaborative frameworks where different actors work together to identify and mitigate risks.<br/>Techniques and Implementations<br/>Model Validation and Verification: Develop robust model validation and verification protocols, including red-teaming exercises tailored to generative AI.<br/>Impact Assessments: Implement comprehensive human rights and ethical impact assessments as standard practice in generative AI development.<br/>Content Authentication and Provenance Tracking: Promote the development and use of technologies for content authentication, provenance tracking, and synthetic content detection.<br/>Effectiveness Assessment Mechanisms: Establish mechanisms to assess and verify the effectiveness of implemented techniques, ensuring they are scalable and fit for purpose.<br/>Additional Considerations<br/>Continuous Monitoring and Adaptation: Emphasize the importance of ongoing monitoring and adaptation of strategies as generative AI technologies evolve.<br/>Stakeholder Engagement: Foster a culture of continuous engagement with various stakeholders, including policymakers, civil society, and the general public.<br/>Public Awareness and Education: Develop public awareness campaigns and educational programs to inform about the potentials and risks of generative AI.<br/>By addressing these areas comprehensively, the companion resource to the AI RMF for generative AI can provide valuable guidance in managing the unique challenges posed by these technologies, ensuring their development and deployment are aligned with ethical principles and societal values.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0003
comment,2024-02-01T17:05:10Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0011,,,Johnson-Glenberg,Comment on FR Doc # 2023-28232,"Hello,<br/>I am a professor and Cognitive Scientist who has built NLP models in the past. I am excited that the White House is getting serious about governace for AI. I understand what is needed and want to say that I strongly  support watermarking on text and visual content. Also, I support stricter adherence to and compliance with data scraping rules. Training sets for these GenAI models shoud only use content that they are allowed to use. There is a way for companies to adhere to these restrictions,  though it is cumbersome. Additionally, the pubic should have easy to access searchable lists of the training sources (websites, libraries, etc.) that were used in the models&#39; creation. As a female scientist, I am sensitive to the biases in these systems and think there should also be separate commitees dedicated to oversight on how the large companies are trying to combat the biases and prejudices that will occur any system that uses unfiltered web content for its training. I am the co-Chair of the GenAI Committee at Arizona State University - and I would be willing to serve on a government committee dedicated to AI oversight. This is a critical time for setting AI policy in America. Please see contact information below.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0011
comment,2024-02-01T17:11:52Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0021,,,Tiwari,Comment on FR Doc # 2023-28232,"Quantifying compliance with the AI RMF for each of the four identified categories is essential. This will help organizations achieve regulatory compliance, identify loopholes, and predict the state of their current data management using AI models.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0021
comment,2024-02-01T22:28:56Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0037,Chamber of Progress,,,Comment on FR Doc # 2023-28232,Please see the attached comments of the Chamber of Progress on Section 11 of the Executive Order Concerning Artificial Intelligence.,"[('Chamber of Progress comments NIST RFI - EO-AI 2_2', 'https://downloads.regulations.gov/NIST-2023-0009-0037/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0037
comment,2024-02-01T22:29:23Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0039,,,LeFluer,Comment on FR Doc # 2023-28232,I  Support   Everything   On  These  Issues ,[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0039
comment,2024-02-02T13:59:27Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0046,Confidential Computing Consortium,,,Comment on FR Doc # 2023-28232,"We are submitting comments on behalf of the Confidential Computing Consortium, Linux Foundation. Please review and consider, thank you!","[('NIST20230309commentsCCC', 'https://downloads.regulations.gov/NIST-2023-0009-0046/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0046
comment,2024-02-02T14:09:55Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0072,,,Santana,Comment on FR Doc # 2023-28232,"Generative &quot;A.I&quot;, and I use that term loosely because the current iteration of it is not intelligent by any sort of actual standards, should highly regulated. Generative &quot;a.i.&quot; is little more than auto photomanipulation. It requires images to mash together. Otherwise it can create nothing. <br/>Furthermore, the advent of this technology has only helped deepfakes thrive and has ruined the lives many artists, and innocent &quot;bystanders&quot; with generated images of them in sexually explicit acts (from the famous Taylor swift to the person you don&#39;t know at a local school.) The reins must be pulled on this technology and fast. <br/>Artificial intelligence as it applies to things like finding cancer, searching through data, sequencing dna and other such applications that will actually HELP humanity, society flourish should be the goal. Not stealing jobs from hard working artists to then turn around and use it to harass, intimidate, and otherwise terrorize society with the threat of fake porn. <br/>I don&#39;t know that I covered everything, or that I even said it well enough to get the message across on the kind of threat this now poses, but this finds someone who can see these generative &quot;a.i&quot; models for what they are and will put a stop to such technologies. It is not innovative, its exploitative. It cannot create without input, therefore what it regurgitates is not what the developers say it is. <br/>I hope you will what&#39;s right and shut these applications down. ",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0072
comment,2024-02-02T14:05:43Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0057,,,Plant,Comment on FR Doc # 2023-28232,"These tools are using data they have no right to.<br/>It is theft.<br/>It will severely impact artists and designers and other workers.<br/>It must be tightly regulated and artists should be well compensated.<br/><br/>There must be total transparency what data they are using.<br/><br/>This has huge implications for the concept of copyright full stop.<br/>If individuals do not have copyright of their creations/writings,<br/>why will people bother creating anything.<br/><br/>Without the concept of ownership, society will break down.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0057
comment,2024-02-02T14:04:27Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0053,,,Bessette,Comment on FR Doc # 2023-28232,"There has been much outcry from artists, photographers, and internet users in general over the fact that most generative AI models were trained using data such as artwork and writing scraped from the internet without the permissions of the original creators, which in some cases would constitute as misuse of copyrighted materials. While some databases allow certain creators to &quot;opt-out&quot; their work from previous and further training, almost all of them, myself included, believe that the more ethical option would be for AI companies to require explicit permission from authors and individuals before their data is used in AI model training, in addition to being able to opt-out if any of their work was used previously.<br/>",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0053
comment,2024-02-02T14:06:18Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0060,,,Anonymous,Comment on FR Doc # 2023-28232,Ai is theft and the whole purpose is to steal from the people it wishes to replace. The deepfake situation with it is horrendous it is also a cp generator due to having that content in its data sets. You will find the working class is against this destructive thing. And only these Ai companies who are trying to get away with theft are keen for Ai as it would benefit them but the law is coming,[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0060
comment,2024-02-02T14:06:41Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0062,,,Montgomery,Comment on FR Doc # 2023-28232,i think that the use of a dataset that includes copyright  data should be forbidden for any commercial use without the licensing of that copyrighted data that was used in the data set. ,[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0062
comment,2024-02-02T14:07:56Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0065,,,Dauber,Comment on FR Doc # 2023-28232,"Hi, I think that AI as it is existing in the world right now is not a safe system for our world as it for one has relied on stealing from artists in a way that cannot be undone and the damage cause by this is not estimable.  <br/>And secondly, the effects on the economy are also too dangerous to ignore.  The amount of jobs potentially at risk are beyond the thresh hold that that risk can be taken.  <br/>There as well are the other factors like the child pornographic materials that may be in the system that present it&#39;s own issues.  <br/>That this AI was created in a bad way cannot be taken back and thus as long as it is existing off of stolen works it will be too harmful to continue.  In addition as long as there are such a significant number of jobs at risk, that shake up to the economy is too risky also.  As the welfare of the everyday people is what we as a society ought to be measuring our choices on.  And this is not good for everyday people and thus should have significant things done to protect the people from this technology.<br/>Thank you for reading this.  ",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0065
comment,2024-02-02T14:08:58Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0069,,,Steen,Comment on FR Doc # 2023-28232,"I believe it to be absolutely necessary to provide legal restrictions in regards to the usage of images, especially those copyrighted, including, but not limited to, artwork done by individuals. Without proper methods of regulating what used in datasets of generative AI models, there will be a constant issue in regards to employment in the entertainment industry, whereby individuals not only have their work used without compensation, consent, or even knowledge, but will be unable to find proper employment in their respective fields because of it, there by potentially causing a spike in unemployment and dealing a severe blow to the economy.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0069
comment,2024-02-02T14:10:13Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0073,,,Anonymous,Comment on FR Doc # 2023-28232,"Transparency of datasets is very much needed. All parties must be able to and allowed to identify such data with a full disclosure of the data used.<br/><br/>Data must be licensed with consent from the original creator/ license holder. If data is used without permission, then adequate compensation should be necessary, or have the data destroyed. It is unfair for rightsholder data to be used without permission and/ or compensation to gain financial rewards with use commercially.<br/><br/>There should be better regulations and a good framework so that the original owners of said data are not caused any suffering or inconvenienced in any way.<br/><br/>There are incredibly disturbing and problematic uses of AI where laws and regulations need to be made as soon as possible to protect the public. These are not limited to but include the use of AI to create deepfake porn of minors and unconsenting individuals, toxic and harmful spreading of misinformation, using artwork without consent as training data and harming the original artists/ copyright holders.<br/><br/>Better regulations are very much needed as soon as possible.",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0073
comment,2024-02-02T14:05:02Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0055,,,Gee,Comment on FR Doc # 2023-28232,"I am an artist working in the video games industry. The advent of generative AI as it currently stands is rife with legal and moral quandaries that absolutely must be addressed on a systemic level. Datasets these models are trained on must be made transparent, parties must be allowed to identify their data, and ask for licensing payment or destruction of data if used without permission or compensation. In addition, a stronger framework should exist to not put the burden on the owners of said data to meticulously comb each AI dataset for their own work. Additionally, this does not even touch upon the ability of generative AI to create images depicting real world individuals (including minors) in morally compromised or pornographic situations that are difficult to discern from reality. In essence, unregulated generative AI is a potentially infinite wellspring of misinformation and harm. <br/><br/>Under the current framework, AI companies are free to scrape the internet for any and all images regardless of copyright or ownership concern and incorporate them into their databases. Without any kind of regulation, I believe generative AI will have a deleterious effect on creative industries, which are responsible for all the media we engage with and enjoy. Beyond its effect on creative fields, the effect it will have on individuals who have any photos of themselves posted on the internet cannot be ignored. In this modern age it is increasingly difficult to not have some kind of digital footprint. I fear a world in which malicious parties can generate and manipulate images to depict any individual in any conceivable situation without recourse or consequence. ",[],https://api.regulations.gov/v4/comments/NIST-2023-0009-0055
comment,2024-02-02T20:07:29Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0074,MITRE,,,Comment on FR Doc # 2023-28232,MITRE&#39;s response to the subject RFI is attached.  Please let me know if you have any questions or if we can help you in any other way.,"[('MITRE NIST AI Implementation Response', 'https://downloads.regulations.gov/NIST-2023-0009-0074/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0074
comment,2024-02-03T14:30:48Z,NIST-2023-0009,NIST-2023-0009-0001,NIST-2023-0009-0107,"Two Six Labs, LLC dba Two Six Technologies",,,Comment on FR Doc # 2023-28232,See attached file(s),"[('NIST EO14110 RFI response', 'https://downloads.regulations.gov/NIST-2023-0009-0107/attachment_1.docx')]",https://api.regulations.gov/v4/comments/NIST-2023-0009-0107
